,Number,Initial Impact Location_x,Principal Damage Location_x,Extent of Damage_x,Vehicle Type_x,Vehicle Use_x,V_Age_x,Initial Impact Location_y,Principal Damage Location_y,Extent of Damage_y,Vehicle Type_y,Vehicle Use_y,V_Age_y
44734,2018040918-007538              ,06,06,02,01,01,8.0,06,06,02,01,01,8.0
44735,2018040918-007621              ,06,06,02,01,01,3.0,06,06,02,01,01,3.0
44736,2018040918-009561              ,05,05,02,01,01,3.0,05,05,02,01,01,3.0
44737,2018040918-009864              ,06,06,02,01,01,3.0,06,06,03,01,01,3.0
44738,2018040918-009892              ,11,11,02,04,01,10.0,11,11,04,04,01,10.0
44739,2018040918-011144              ,09,09,02,05,01,13.0,09,09,03,05,01,13.0
44740,2018040918-011295              ,06,06,02,01,01,2.0,06,06,02,01,01,2.0
44741,2018040918-011548              ,01,01,02,01,01,4.0,01,01,02,01,01,4.0
44742,2018040918-011904              ,06,06,02,04,01,4.0,06,06,02,04,01,4.0
44743,2018040918-012715              ,06,06,02,01,01,6.0,06,06,03,01,01,6.0
44744,2018040918-013377              ,06,06,02,05,01,1.0,06,06,02,05,01,1.0
44745,2018040918-013733              ,06,12,02,05,01,2.0,06,12,03,05,01,2.0
44746,2018040918-014650              ,02,02,02,01,01,10.0,02,02,02,01,01,10.0
44747,2018040918-016448              ,11,12,02,01,01,20.0,11,12,04,01,01,20.0
44748,2018040918-018199              ,06,06,02,01,01,15.0,06,06,02,01,01,15.0
44749,2018040918-018204              ,08,08,02,01,01,9.0,08,08,04,01,01,9.0
44750,2018040918-018241              ,06,06,02,01,01,12.0,06,06,03,01,01,12.0
44751,2018040918-019219              ,02,02,02,01,01,14.0,02,02,02,01,01,14.0
44752,2018040918-020692              ,06,06,02,01,01,10.0,06,06,02,01,01,10.0
44753,2018040918-020698              ,10,10,02,04,01,6.0,10,10,02,04,01,6.0
44754,2018040918-021648              ,09,09,02,01,01,6.0,09,09,02,01,01,6.0
44755,2018040918-022005              ,06,06,02,01,01,11.0,06,06,02,01,01,11.0
44756,2018040918-022650              ,06,06,02,04,01,3.0,06,06,02,04,01,3.0
44757,2018040918-024856              ,01,01,02,01,01,1.0,01,01,02,01,01,1.0
44758,2018040918-026031              ,07,07,02,01,01,4.0,07,07,02,01,01,4.0
44759,2018040918-026313              ,07,07,02,01,01,19.0,07,07,02,01,01,19.0
44760,2018040918-027467              ,06,06,02,01,01,12.0,06,06,03,01,01,12.0
44761,2018040918-027951              ,06,06,02,30,02,11.0,06,06,02,30,02,11.0
44762,2018040918-030585              ,06,06,02,01,01,9.0,06,06,04,01,01,9.0
44763,2018040918-030699              ,10,10,02,01,01,15.0,10,10,02,01,01,15.0
44764,2018040918-030832              ,05,05,02,01,01,16.0,05,05,03,01,01,16.0
44765,2018040918-031481              ,06,06,02,01,01,5.0,06,06,02,01,01,5.0
44766,2018040918-031732              ,06,06,02,01,01,0.5,06,06,02,01,01,0.5
44767,2018040918-031906              ,12,12,02,01,01,10.0,12,12,03,01,01,10.0
44768,2018040918-032417              ,06,06,02,01,01,8.0,06,06,03,01,01,8.0
44769,2018040918-032840              ,12,12,02,04,01,3.0,12,12,02,04,01,3.0
44770,2018040918-036143              ,09,09,02,02,02,6.0,09,09,02,02,02,6.0
44771,2018040918-039774              ,07,07,02,30,99,13.0,07,07,02,30,99,13.0
44772,2018040918-040175              ,06,06,02,01,01,7.0,06,06,02,01,01,7.0
44773,2018040918-049808              ,01,01,02,01,01,6.0,01,01,02,01,01,6.0
44774,2018040918-049866              ,05,05,02,01,01,16.0,05,05,03,01,01,16.0
44775,2018040918-050656              ,06,06,02,01,02,0.5,06,06,02,01,02,0.5
44776,2018040918-053486              ,01,01,02,01,01,2.0,01,01,04,01,01,2.0
44777,2018040918-054678              ,09,09,02,04,01,7.0,09,09,02,04,01,7.0
44778,2018040918-055085              ,06,06,02,01,01,3.0,06,06,03,01,01,3.0
44779,2018040918-055215              ,02,02,02,04,01,10.0,02,02,03,04,01,10.0
44780,2018040918-055695              ,03,10,02,01,01,15.0,03,10,04,01,01,15.0
44781,2018040918-055846              ,03,03,02,01,01,4.0,03,03,02,01,01,4.0
44782,2018040918-056448              ,11,11,02,01,01,3.0,11,11,04,01,01,3.0
44783,2018040918-059794              ,08,08,02,01,02,2.0,08,08,03,01,02,2.0
44784,2018040918-060093              ,01,01,02,04,01,5.0,01,01,03,04,01,5.0
44785,2018040918-060406              ,06,06,02,04,01,0.5,06,06,02,04,01,0.5
44786,2018040918-062048              ,11,11,02,05,02,6.0,11,11,03,05,02,6.0
44787,2018040918-062114              ,06,06,02,01,01,0.5,06,06,02,01,01,0.5
44788,2018040918-065545              ,09,09,02,01,01,0.5,09,09,02,01,01,0.5
44789,2018040918-065918              ,06,06,02,01,01,1.0,06,06,03,01,01,1.0
44790,2018040918-067196              ,11,09,02,01,01,3.0,11,09,03,01,01,3.0
44791,2018040918-067894              ,12,06,02,01,01,2.0,12,06,02,01,01,2.0
44792,2018040918-068065              ,03,03,02,04,01,13.0,03,03,02,04,01,13.0
44793,2018040918-068067              ,03,03,02,04,01,10.0,03,03,02,04,01,10.0
44794,2018040918-069386              ,06,06,02,04,01,2.0,06,06,02,04,01,2.0
44795,2018040918-069661              ,10,10,02,01,02,0.5,10,10,03,01,02,0.5
44796,2018040918-070121              ,06,06,02,01,01,7.0,06,06,02,01,01,7.0
44797,2018040918-070721              ,12,12,02,03,02,3.0,12,12,03,03,02,3.0
44798,2018040918-071175              ,06,06,02,01,01,5.0,06,06,03,01,01,5.0
44799,2018040918-071484              ,06,06,02,01,01,6.0,06,06,03,01,01,6.0
44800,2018040918-072840              ,06,06,02,01,01,7.0,06,06,02,01,01,7.0
44801,2018040918-074849              ,06,06,02,01,01,10.0,06,06,02,01,01,10.0
44802,2018040918-075647              ,06,06,02,01,01,12.0,06,06,02,01,01,12.0
44803,2018040918-076184              ,06,06,02,03,02,2.0,06,06,01,03,02,2.0
44804,2018040918-077069              ,02,02,02,01,01,14.0,02,02,02,01,01,14.0
44805,2018040918-078429              ,01,01,02,01,01,1.0,01,01,03,01,01,1.0
44806,2018040918-078984              ,01,01,02,01,01,1.0,01,01,03,01,01,1.0
44807,2018040918-080204              ,06,06,02,01,02,13.0,06,06,03,01,02,13.0
44808,2018040918-081768              ,03,03,02,01,01,10.0,03,03,03,01,01,10.0
44809,2018040918-082726              ,06,06,02,01,01,10.0,06,06,02,01,01,10.0
44810,2018040918-083749              ,02,02,02,01,01,8.0,02,02,03,01,01,8.0
44811,2018040918-084040              ,07,12,02,01,01,15.0,07,12,03,01,01,15.0
44812,2018040918-084241              ,11,11,02,01,01,7.0,11,11,02,01,01,7.0
44813,2018040918-087364              ,06,06,02,01,00,3.0,06,06,03,01,00,3.0
44814,2018040918-089490              ,09,09,02,01,01,15.0,09,09,03,01,01,15.0
44815,2018040918-089642              ,01,01,02,04,01,0.5,01,01,02,04,01,0.5
44816,2018040918-092193              ,08,08,02,02,02,4.0,08,08,03,02,02,4.0
44817,2018040918-092627              ,11,11,02,01,01,3.0,11,11,03,01,01,3.0
44818,2018040918-092940              ,02,02,02,01,01,11.0,02,02,02,01,01,11.0
44819,2018040918-093746              ,06,12,02,01,01,7.0,06,12,02,01,01,7.0
44820,2018040918-093921              ,06,06,02,,01,8.0,06,06,02,,01,8.0
44821,2018040918-095919              ,07,09,02,01,01,12.0,07,09,03,01,01,12.0
44822,2018040918-096524              ,06,,02,01,01,10.0,06,,03,01,01,10.0
44823,2018040918-096783              ,06,06,02,01,01,2.0,06,06,02,01,01,2.0
44824,2018040918-097606              ,05,05,02,04,01,4.0,05,05,03,04,01,4.0
44825,2018040918-100276              ,06,06,02,01,01,13.0,06,06,03,01,01,13.0
44826,2018040918-102294              ,09,09,02,01,01,5.0,09,09,02,01,01,5.0
44827,2018040918-102735              ,02,02,02,04,01,3.0,02,02,03,04,01,3.0
44828,2018040918-103265              ,07,07,02,01,01,1.0,07,07,03,01,01,1.0
44829,2018040918-103551              ,07,07,02,01,01,2.0,07,07,01,01,01,2.0
44830,2018040918-104078              ,06,06,02,01,01,3.0,06,06,02,01,01,3.0
44831,2018040918-104489              ,07,07,02,04,01,1.0,07,07,02,04,01,1.0
44832,2018040918-104960              ,06,06,02,01,01,6.0,06,06,02,01,01,6.0
44833,2018040918-105965              ,12,12,02,04,01,1.0,12,12,04,04,01,1.0
44834,2018040918-108572              ,,,02,01,01,17.0,,,02,01,01,17.0
44835,20180409A310-2018-00837A       ,09,09,02,01,01,16.0,09,09,04,01,01,16.0
44836,20180409A310-2018-02474A       ,11,07,02,05,01,11.0,11,07,03,05,01,11.0
44837,20180409A310-2018-03190A       ,11,11,02,04,01,2.0,11,11,03,04,01,2.0
44838,20180409D020-2018-01188A       ,10,10,02,01,01,5.0,10,10,02,01,01,5.0
44839,201804112018-00802             ,12,12,02,01,01,1.0,12,12,04,01,01,1.0
44840,201804112018-08849             ,06,06,02,01,01,10.0,06,06,03,01,01,10.0
44841,201804122018-001638            ,08,08,02,04,01,4.0,08,08,02,04,01,4.0
44842,201804122018-002896            ,06,12,02,01,01,2.0,06,12,02,01,01,2.0
44843,201804122018-003719            ,12,12,02,01,01,4.0,12,12,02,01,01,4.0
44844,201804132018-02463             ,00,09,02,01,01,4.0,00,09,03,01,01,4.0
44845,201804132018-03029             ,10,10,02,01,01,4.0,10,10,03,01,01,4.0
44846,201804132018-04919             ,01,01,02,01,01,12.0,01,01,03,01,01,12.0
44847,201804132018-06008             ,10,10,02,01,01,0.5,10,10,03,01,01,0.5
44848,2018041418-142217              ,12,12,02,01,01,5.0,12,12,04,01,01,5.0
44849,201804142018-02801             ,07,07,02,01,01,16.0,07,07,02,01,01,16.0
44850,201804142018-02898             ,06,06,02,02,02,12.0,06,06,03,02,02,12.0
44851,201804142018-03084             ,01,01,02,25,02,3.0,01,01,02,25,02,3.0
44852,201804142018-03171             ,09,10,02,22,02,17.0,09,10,02,22,02,17.0
44853,201804142018-03551             ,12,12,02,01,01,17.0,12,12,02,01,01,17.0
44854,201804142018-03647             ,02,02,02,01,03,7.0,02,02,02,01,03,7.0
44855,201804142018-04538             ,01,01,02,23,02,18.0,01,01,02,23,02,18.0
44856,201804142018-07682             ,06,06,02,01,01,2.0,06,06,03,01,01,2.0
44857,201804142018-07982             ,08,08,02,22,02,2.0,08,08,03,22,02,2.0
44858,201804142018-09456             ,03,03,02,03,02,7.0,03,03,02,03,02,7.0
44859,201804142018-09670             ,09,09,02,23,02,3.0,09,09,02,23,02,3.0
44860,201804142018-09893             ,07,07,02,05,01,15.0,07,07,02,05,01,15.0
44861,201804142018-10118             ,06,06,02,01,01,4.0,06,06,04,01,01,4.0
44862,201804142018-10264             ,12,12,02,01,01,13.0,12,12,04,01,01,13.0
44863,201804142018-10830             ,06,06,02,22,01,11.0,06,06,02,22,01,11.0
44864,201804142018-11412             ,10,10,02,01,01,4.0,10,10,02,01,01,4.0
44865,201804142018-11515             ,17,17,02,05,01,9.0,17,17,02,05,01,9.0
44866,201804142018-12421             ,08,08,02,01,01,6.0,08,08,03,01,01,6.0
44867,201804142018-13533             ,12,12,02,01,00,11.0,12,12,03,01,00,11.0
44868,201804142018-13844             ,15,15,02,05,01,13.0,15,15,04,05,01,13.0
44869,201804142018-14036             ,12,12,02,01,01,6.0,12,12,03,01,01,6.0
44870,201804142018-14684             ,10,10,02,01,01,12.0,10,10,03,01,01,12.0
44871,201804142018-14799             ,02,02,02,04,01,12.0,02,02,03,04,01,12.0
44872,20180414A310-2018-00098A       ,09,09,02,00,02,14.0,09,09,04,00,02,14.0
44873,20180414A310-2018-00489A       ,02,02,02,01,01,4.0,02,02,03,01,01,4.0
44874,20180414A310-2018-00535A       ,12,12,02,04,01,2.0,12,12,04,04,01,2.0
44875,20180414A310-2018-00547A       ,01,09,02,01,01,14.0,01,09,04,01,01,14.0
44876,20180414A310-2018-00551A       ,09,09,02,01,01,7.0,09,09,04,01,01,7.0
44877,20180414A310-2018-00608A       ,06,12,02,04,01,13.0,06,12,02,04,01,13.0
44878,20180414A310-2018-00658A       ,06,06,02,01,01,12.0,06,06,03,01,01,12.0
44879,20180414A310-2018-00869A       ,09,09,02,04,03,2.0,09,09,02,04,03,2.0
44880,20180414A310-2018-00897A       ,09,09,02,22,02,16.0,09,09,03,22,02,16.0
44881,20180414A310-2018-00958A       ,03,00,02,04,01,1.0,03,00,02,04,01,1.0
44882,20180414A310-2018-01890A       ,06,06,02,04,01,1.0,06,06,02,04,01,1.0
44883,20180414A310-2018-02091A       ,06,06,02,04,01,20.0,06,06,03,04,01,20.0
44884,20180414A310-2018-02153A       ,09,12,02,01,01,25.0,09,12,04,01,01,25.0
44885,20180414A310-2018-02433A       ,06,06,02,01,01,6.0,06,06,03,01,01,6.0
44886,20180414A310-2018-03125A       ,06,06,02,02,02,13.0,06,06,03,02,02,13.0
44887,20180414A310-2018-03165A       ,06,09,02,01,01,13.0,06,09,04,01,01,13.0
44888,20180414A310-2018-03209A       ,06,06,02,01,01,15.0,06,06,03,01,01,15.0
44889,20180414A310-2018-03513A       ,05,12,02,01,01,23.0,05,12,04,01,01,23.0
44890,20180414A310-2018-03530A       ,05,05,02,04,01,10.0,05,05,04,04,01,10.0
44891,201804152018-01110             ,09,09,02,01,01,2.0,09,09,03,01,01,2.0
44892,201804152018-01340             ,01,01,02,01,01,10.0,01,01,03,01,01,10.0
44893,201804152018-01380             ,03,03,02,01,01,14.0,03,03,03,01,01,14.0
44894,201804152018-01409             ,12,12,02,01,01,10.0,12,12,04,01,01,10.0
44895,201804152018-01466             ,11,11,02,04,01,12.0,11,11,02,04,01,12.0
44896,201804152018-04091             ,05,05,02,01,01,11.0,05,05,02,01,01,11.0
44897,201804152018-04425             ,03,03,02,04,01,13.0,03,03,03,04,01,13.0
44898,201804152018-04439             ,06,06,02,01,01,8.0,06,06,02,01,01,8.0
44899,201804152018-04619             ,06,06,02,01,01,1.0,06,06,03,01,01,1.0
44900,201804152018-04681             ,08,08,02,01,01,12.0,08,08,02,01,01,12.0
44901,201804152018-09281             ,06,06,02,01,01,10.0,06,06,02,01,01,10.0
44902,201804152018-09506             ,01,01,02,01,01,3.0,01,01,02,01,01,3.0
44903,201804152018-10843             ,07,07,02,01,01,14.0,07,07,03,01,01,14.0
44904,201804152018-10849             ,06,05,02,01,01,5.0,06,05,03,01,01,5.0
44905,201804152018-10957             ,09,09,02,01,01,6.0,09,09,02,01,01,6.0
44906,201804152018-11030             ,06,06,02,01,01,1.0,06,06,02,01,01,1.0
44907,201804152018-11686             ,10,10,02,01,01,17.0,10,10,03,01,01,17.0
44908,201804152018-12644             ,05,04,02,04,01,1.0,05,04,03,04,01,1.0
44909,201804152018-12949             ,06,06,02,04,01,5.0,06,06,03,04,01,5.0
44910,201804152018-13641             ,08,08,02,04,01,8.0,08,08,04,04,01,8.0
44911,201804152018-13775             ,11,11,02,01,01,7.0,11,11,02,01,01,7.0
44912,201804152018-14226             ,10,10,02,01,01,16.0,10,10,03,01,01,16.0
44913,201804152018-14304             ,05,05,02,01,01,2.0,05,05,02,01,01,2.0
44914,201804152018-14631             ,12,12,02,01,01,9.0,12,12,03,01,01,9.0
44915,201804152018-15153             ,01,01,02,01,01,21.0,01,01,04,01,01,21.0
44916,201804152018-15184             ,01,01,02,05,02,3.0,01,01,03,05,02,3.0
44917,201804152018-16466             ,01,01,02,01,01,1.0,01,01,04,01,01,1.0
44918,201804152018-17052             ,01,01,02,01,01,8.0,01,01,03,01,01,8.0
44919,201804152018-17453             ,03,03,02,01,01,6.0,03,03,02,01,01,6.0
44920,201804152018-17721             ,10,10,02,01,01,16.0,10,10,02,01,01,16.0
44921,201804152018-18108             ,02,02,02,04,01,2.0,02,02,02,04,01,2.0
44922,201804152018-18816             ,07,07,02,01,01,19.0,07,07,03,01,01,19.0
44923,201804152018-18990             ,08,08,02,01,01,8.0,08,08,02,01,01,8.0
44924,201804152018-19074             ,08,08,02,01,01,2.0,08,08,02,01,01,2.0
44925,201804152018-19191             ,09,09,02,05,01,7.0,09,09,02,05,01,7.0
44926,201804152018-19527             ,04,04,02,01,01,13.0,04,04,02,01,01,13.0
44927,201804152018-19619             ,06,06,02,01,01,16.0,06,06,02,01,01,16.0
44928,201804152018-20582             ,01,01,02,01,01,10.0,01,01,02,01,01,10.0
44929,201804152018-20778             ,12,12,02,01,01,10.0,12,12,03,01,01,10.0
44930,201804152018-21205             ,04,04,02,01,01,0.5,04,04,02,01,01,0.5
44931,201804152018-21228             ,06,06,02,01,01,7.0,06,06,03,01,01,7.0
44932,201804152018-21569             ,11,,02,01,00,9.0,11,,03,01,00,9.0
44933,201804152018-23227             ,06,06,02,01,01,5.0,06,06,02,01,01,5.0
44934,201804152018-23457             ,06,06,02,04,01,11.0,06,06,02,04,01,11.0
44935,201804152018-23645             ,09,09,02,01,,10.0,09,09,03,01,,10.0
44936,201804152018-23943             ,02,02,02,04,01,0.5,02,02,02,04,01,0.5
44937,201804152018-24713             ,14,14,02,01,01,4.0,14,14,04,01,01,4.0
44938,201804152018-25747             ,06,06,02,01,01,20.0,06,06,03,01,01,20.0
44939,201804152018-26257             ,06,06,02,01,01,2.0,06,06,02,01,01,2.0
44940,201804152018-26368             ,12,17,02,01,01,7.0,12,17,01,01,01,7.0
44941,201804152018-26566             ,03,03,02,01,01,2.0,03,03,02,01,01,2.0
44942,201804152018-26600             ,06,06,02,05,02,11.0,06,06,01,05,02,11.0
44943,201804152018-26884             ,01,02,02,29,02,12.0,01,02,03,29,02,12.0
44944,201804152018-28774             ,06,06,02,01,01,1.0,06,06,02,01,01,1.0
44945,201804152018-28839             ,09,09,02,01,01,1.0,09,09,02,01,01,1.0
44946,201804152018-29478             ,06,06,02,01,01,10.0,06,06,02,01,01,10.0
44947,201804152018-29835             ,07,07,02,05,03,3.0,07,07,02,05,03,3.0
44948,201804152018-29878             ,10,10,02,01,01,12.0,10,10,02,01,01,12.0
44949,201804152018-30283             ,04,04,02,01,01,16.0,04,04,02,01,01,16.0
44950,201804152018-30652             ,,,02,,,11.0,,,02,,,11.0
44951,201804152018-31060             ,05,05,02,01,01,13.0,05,05,02,01,01,13.0
44952,201804152018-31563             ,09,09,02,05,02,5.0,09,09,02,05,02,5.0
44953,201804152018-31778             ,06,06,02,04,01,0.5,06,06,03,04,01,0.5
44954,201804152018-32289             ,08,08,02,05,01,1.0,08,08,03,05,01,1.0
44955,201804152018-33035             ,06,06,02,01,01,1.0,06,06,02,01,01,1.0
44956,201804152018-33135             ,10,10,02,01,01,1.0,10,10,02,01,01,1.0
44957,201804152018-34772             ,10,11,02,01,01,3.0,10,11,02,01,01,3.0
44958,201804152018-36904             ,12,11,02,23,02,0.3,12,11,02,23,02,0.3
44959,201804152018-36929             ,12,12,02,01,01,12.0,12,12,04,01,01,12.0
44960,201804152018-37828             ,06,06,02,01,01,17.0,06,06,01,01,01,17.0
44961,201804152018-37941             ,11,11,02,01,01,8.0,11,11,03,01,01,8.0
44962,201804152018-39183             ,02,02,02,04,01,3.0,02,02,03,04,01,3.0
44963,201804152018-39301             ,09,09,02,01,01,2.0,09,09,02,01,01,2.0
44964,201804152018-40778             ,12,12,02,05,01,21.0,12,12,02,05,01,21.0
44965,201804152018-41364             ,04,04,02,04,01,5.0,04,04,03,04,01,5.0
44966,201804152018-41457             ,07,07,02,01,01,6.0,07,07,02,01,01,6.0
44967,201804152018-42938             ,03,03,02,04,01,7.0,03,03,02,04,01,7.0
44968,201804152018-43198             ,06,06,02,01,01,12.0,06,06,02,01,01,12.0
44969,201804152018-45265             ,06,12,02,01,01,6.0,06,12,02,01,01,6.0
44970,201804152018-45889             ,09,09,02,01,01,14.0,09,09,02,01,01,14.0
44971,201804152018-45890             ,11,11,02,01,01,25.0,11,11,02,01,01,25.0
44972,201804152018-46286             ,06,06,02,01,01,21.0,06,06,02,01,01,21.0
44973,201804152018-46294             ,03,03,02,01,01,14.0,03,03,02,01,01,14.0
44974,201804152018-47622             ,06,06,02,04,01,11.0,06,06,02,04,01,11.0
44975,201804152018-48151             ,08,08,02,05,01,9.0,08,08,02,05,01,9.0
44976,201804152018-48210             ,08,08,02,01,01,0.5,08,08,03,01,01,0.5
44977,201804152018-48446             ,07,07,02,01,01,10.0,07,07,02,01,01,10.0
44978,201804152018-49321             ,04,04,02,01,01,3.0,04,04,02,01,01,3.0
44979,201804152018-49403             ,12,12,02,01,01,7.0,12,12,04,01,01,7.0
44980,201804152018-50301             ,09,09,02,01,01,7.0,09,09,03,01,01,7.0
44981,201804152018-50918             ,,,02,,,6.0,,,02,,,6.0
44982,201804152018-51783             ,01,01,02,05,01,14.0,01,01,02,05,01,14.0
44983,201804152018-52795             ,09,09,02,01,01,4.0,09,09,03,01,01,4.0
44984,201804152018-52878             ,12,12,02,04,01,7.0,12,12,02,04,01,7.0
44985,201804152018-53380             ,10,10,02,01,01,1.0,10,10,02,01,01,1.0
44986,201804152018-54532             ,03,03,02,01,01,1.0,03,03,02,01,01,1.0
44987,201804152018-54944             ,09,09,02,01,01,7.0,09,09,02,01,01,7.0
44988,201804152018-55158             ,,,02,,,4.0,,,02,,,4.0
44989,201804152018-55591             ,02,03,02,01,01,8.0,02,03,02,01,01,8.0
44990,201804152018-56756             ,09,09,02,01,01,7.0,09,09,02,01,01,7.0
44991,201804152018-57018             ,06,06,02,01,01,5.0,06,06,03,01,01,5.0
44992,201804152018-58133             ,03,03,02,01,01,3.0,03,03,02,01,01,3.0
44993,201804152018-58924             ,12,12,02,01,01,5.0,12,12,02,01,01,5.0
44994,201804152018-59215             ,11,11,02,01,01,2.0,11,11,02,01,01,2.0
44995,201804152018-59269             ,11,11,02,01,01,6.0,11,11,03,01,01,6.0
44996,201804152019-60788             ,11,11,02,04,01,19.0,11,11,02,04,01,19.0
44997,20180415A160-2018-00083A       ,11,11,02,01,01,30.0,11,11,03,01,01,30.0
